user_id,signup_date,acquisition_channel,ab_test_group,age_groups,device
U05498,2025-01-10,Instagram,Control,35-44,Desktop
U05499,2025-03-08,Referral,Variant,25-34,Mobile
U05500,2025-01-09,Instagram,Control,35-44,Mobile
U05501,2025-02-05,TikTok,Variant,35-44,Mobile
U05502,2025-01-18,Facebook,Variant,25-34,Desktop
U05503,2025-02-05,Facebook,Variant,35-44,Desktop
U05504,2025-02-08,Facebook,Control,45+,Mobile
U05505,2025-03-21,Facebook,Variant,45+,Tablet
U05506,2025-01-14,Instagram,Control,45+,Mobile
U05507,2025-02-15,Referral,Control,25-34,Mobile
U05508,2025-02-01,Instagram,Control,35-44,Mobile
U05509,2025-01-14,Instagram,Variant,35-44,Mobile
U05510,2025-01-10,Instagram,Variant,18-24,Mobile
U05511,2025-03-15,TikTok,Variant,35-44,Mobile
U05512,2025-01-13,Google Ads,Control,18-24,Tablet
U05513,2025-03-08,Facebook,Control,25-34,Mobile
U05514,2025-02-16,TikTok,Variant,45+,Desktop
U05515,2025-01-25,Facebook,Variant,45+,Mobile
U05516,2025-01-17,Organic,Variant,25-34,Desktop
U05517,2025-03-11,Facebook,Control,25-34,Mobile
U05518,2025-01-12,Facebook,Variant,35-44,Mobile
U05519,2025-02-02,Facebook,Control,45+,Mobile
U05520,2025-03-20,Facebook,Control,45+,Desktop
U05521,2025-03-18,Google Ads,Variant,35-44,Desktop
U05522,2025-03-14,Google Ads,Variant,18-24,Mobile
U05523,2025-03-17,TikTok,Variant,35-44,Tablet
U05524,2025-01-09,TikTok,Control,18-24,Mobile
U05525,2025-03-21,Facebook,Control,18-24,Desktop
U05526,2025-01-13,TikTok,Control,35-44,Mobile
U05527,2025-01-03,TikTok,Control,18-24,Desktop
U05528,2025-03-22,Facebook,Control,35-44,Mobile
U05529,2025-01-02,Google Ads,Variant,45+,Mobile
U05530,2025-01-31,Organic,Control,18-24,Mobile
U05531,2025-03-18,TikTok,Variant,35-44,Mobile
U05532,2025-01-27,Instagram,Variant,25-34,Mobile
U05533,2025-01-01,Facebook,Control,45+,Mobile
U05534,2025-03-14,Google Ads,Variant,45+,Mobile
U05535,2025-01-03,Facebook,Control,45+,Mobile
U05536,2025-01-18,Organic,Variant,45+,Mobile
U05537,2025-01-16,Organic,Variant,25-34,Desktop
U05538,2025-01-11,Facebook,Control,35-44,Mobile
U05539,2025-02-07,Google Ads,Control,25-34,Desktop
U05540,2025-01-12,TikTok,Control,45+,Mobile
U05541,2025-01-23,Facebook,Control,35-44,Desktop
U05542,2025-02-13,Instagram,Variant,18-24,Mobile
U05543,2025-03-03,TikTok,Control,45+,Tablet
U05544,2025-02-11,Facebook,Control,45+,Mobile
U05545,2025-02-17,Google Ads,Variant,45+,Mobile
U05546,2025-01-21,Instagram,Control,25-34,Mobile
U05547,2025-02-09,Facebook,Variant,45+,Desktop
U05548,2025-02-02,Facebook,Control,25-34,Mobile
U05549,2025-01-02,Google Ads,Control,18-24,Desktop
U05550,2025-01-12,Google Ads,Variant,25-34,Mobile
U05551,2025-02-18,Instagram,Control,45+,Mobile
U05552,2025-01-15,Instagram,Variant,45+,Mobile
U05553,2025-01-15,TikTok,Variant,25-34,Desktop
U05554,2025-01-15,Instagram,Variant,45+,Mobile
U05555,2025-01-03,Facebook,Control,18-24,Mobile
U05556,2025-02-07,Facebook,Variant,18-24,Mobile
U05557,2025-03-11,Google Ads,Variant,35-44,Desktop
U05558,2025-01-03,Google Ads,Variant,18-24,Mobile
U05559,2025-01-29,Instagram,Variant,35-44,Mobile
U05560,2025-01-13,Facebook,Variant,35-44,Mobile
U05561,2025-01-27,Referral,Variant,25-34,Mobile
U05562,2025-02-07,Facebook,Variant,18-24,Mobile
U05563,2025-03-12,Facebook,Variant,18-24,Mobile
U05564,2025-03-02,TikTok,Control,35-44,Mobile
U05565,2025-02-22,Google Ads,Variant,25-34,Mobile
U05566,2025-01-04,Facebook,Control,35-44,Mobile
U05567,2025-02-12,Facebook,Control,45+,Desktop
U05568,2025-01-28,Instagram,Control,45+,Mobile
U05569,2025-03-12,Google Ads,Variant,25-34,Mobile
U05570,2025-03-28,Google Ads,Control,18-24,Desktop
U05571,2025-03-10,TikTok,Control,45+,Mobile
U05572,2025-02-02,TikTok,Variant,45+,Mobile
U05573,2025-01-08,Facebook,Variant,25-34,Mobile
U05574,2025-02-28,Instagram,Control,35-44,Mobile
U05575,2025-03-17,Organic,Variant,25-34,Mobile
U05576,2025-01-05,TikTok,Control,18-24,Mobile
U05577,2025-01-14,Referral,Variant,18-24,Desktop
U05578,2025-02-23,TikTok,Control,45+,Mobile
U05579,2025-03-25,TikTok,Control,35-44,Mobile
U05580,2025-01-27,Facebook,Variant,45+,Desktop
U05581,2025-03-26,TikTok,Variant,25-34,Tablet
U05582,2025-02-08,Facebook,Control,25-34,Desktop
U05583,2025-02-20,Instagram,Variant,25-34,Mobile
U05584,2025-01-03,Google Ads,Control,35-44,Mobile
U05585,2025-03-27,TikTok,Control,25-34,Desktop
U05586,2025-02-24,TikTok,Variant,35-44,Mobile
U05587,2025-01-06,Google Ads,Control,18-24,Mobile
U05588,2025-03-25,Google Ads,Variant,18-24,Mobile
U05589,2025-02-26,Organic,Variant,18-24,Mobile
U05590,2025-01-12,Google Ads,Control,18-24,Mobile
U05591,2025-03-14,Facebook,Control,18-24,Mobile
U05592,2025-03-24,Instagram,Variant,18-24,Mobile
U05593,2025-02-18,Google Ads,Control,35-44,Mobile
U05594,2025-03-09,Google Ads,Control,25-34,Tablet
U05595,2025-02-05,TikTok,Control,35-44,Mobile
U05596,2025-01-16,TikTok,Control,45+,Mobile
U05597,2025-03-02,TikTok,Control,18-24,Tablet
U05598,2025-01-13,Facebook,Variant,18-24,Mobile
U05599,2025-03-23,Google Ads,Control,35-44,Mobile
U05600,2025-03-14,Facebook,Variant,18-24,Desktop
U05601,2025-01-24,Instagram,Variant,45+,Mobile
U05602,2025-03-14,Facebook,Control,18-24,Mobile
U05603,2025-03-17,Organic,Control,18-24,Mobile
U05604,2025-03-07,Facebook,Control,25-34,Mobile
U05605,2025-02-01,Organic,Variant,45+,Mobile
U05606,2025-03-13,Organic,Control,35-44,Mobile
U05607,2025-02-17,TikTok,Control,35-44,Mobile
U05608,2025-03-30,TikTok,Control,25-34,Mobile
U05609,2025-03-23,Instagram,Control,18-24,Mobile
U05610,2025-01-20,Organic,Variant,18-24,Desktop
U05611,2025-02-20,Facebook,Control,25-34,Mobile
U05612,2025-01-01,Google Ads,Control,25-34,Mobile
U05613,2025-03-29,Referral,Control,25-34,Mobile
U05614,2025-01-19,Referral,Variant,25-34,Mobile
U05615,2025-01-17,Google Ads,Control,35-44,Tablet
U05616,2025-01-06,TikTok,Control,18-24,Mobile
U05617,2025-03-27,Instagram,Variant,25-34,Mobile
U05618,2025-03-15,Google Ads,Control,18-24,Mobile
U05619,2025-02-19,Referral,Variant,18-24,Mobile
U05620,2025-03-04,Facebook,Control,35-44,Mobile
U05621,2025-02-26,Organic,Control,25-34,Mobile
U05622,2025-02-28,TikTok,Control,35-44,Mobile
U05623,2025-03-04,Facebook,Variant,18-24,Mobile
U05624,2025-02-22,Facebook,Control,35-44,Mobile
U05625,2025-01-18,Facebook,Control,45+,Mobile
U05626,2025-01-07,Facebook,Variant,45+,Tablet
U05627,2025-02-18,Facebook,Variant,25-34,Desktop
U05628,2025-02-26,Instagram,Variant,45+,Mobile
U05629,2025-02-05,Facebook,Variant,35-44,Mobile
U05630,2025-03-07,Google Ads,Variant,18-24,Desktop
U05631,2025-01-29,Google Ads,Control,18-24,Desktop
U05632,2025-01-06,Organic,Variant,45+,Mobile
U05633,2025-03-22,Instagram,Variant,25-34,Mobile
U05634,2025-02-06,Instagram,Control,35-44,Mobile
U05635,2025-02-17,Facebook,Variant,45+,Mobile
U05636,2025-01-20,Organic,Control,45+,Mobile
U05637,2025-01-01,Instagram,Control,35-44,Mobile
U05638,2025-03-02,TikTok,Variant,35-44,Desktop
U05639,2025-03-01,Google Ads,Variant,25-34,Desktop
U05640,2025-02-14,Google Ads,Control,45+,Tablet
U05641,2025-01-17,Facebook,Control,35-44,Mobile
U05642,2025-03-04,Facebook,Control,25-34,Mobile
U05643,2025-02-02,Facebook,Variant,25-34,Mobile
U05644,2025-01-22,Google Ads,Control,45+,Mobile
U05645,2025-01-19,Google Ads,Control,45+,Mobile
U05646,2025-02-16,Instagram,Control,18-24,Desktop
U05647,2025-02-13,Facebook,Control,25-34,Desktop
U05648,2025-02-16,Google Ads,Variant,25-34,Mobile
U05649,2025-02-01,Facebook,Control,35-44,Mobile
U05650,2025-02-10,TikTok,Control,35-44,Mobile
U05651,2025-01-08,Facebook,Variant,35-44,Mobile
U05652,2025-03-13,Google Ads,Control,25-34,Mobile
U05653,2025-02-04,TikTok,Variant,25-34,Desktop
U05654,2025-03-13,Organic,Variant,35-44,Desktop
U05655,2025-01-03,Instagram,Control,25-34,Mobile
U05656,2025-03-26,Facebook,Control,35-44,Mobile
U05657,2025-03-02,TikTok,Control,45+,Mobile
U05658,2025-02-19,Referral,Control,45+,Mobile
U05659,2025-02-12,Referral,Variant,35-44,Mobile
U05660,2025-01-04,Facebook,Variant,18-24,Mobile
U05661,2025-03-06,Facebook,Control,25-34,Mobile
U05662,2025-02-13,Instagram,Variant,35-44,Mobile
U05663,2025-03-02,Organic,Control,18-24,Desktop
U05664,2025-02-23,Facebook,Variant,18-24,Mobile
U05665,2025-02-16,Google Ads,Variant,25-34,Desktop
U05666,2025-01-21,Google Ads,Variant,25-34,Mobile
U05667,2025-01-24,TikTok,Variant,25-34,Mobile
U05668,2025-02-28,TikTok,Variant,35-44,Mobile
U05669,2025-02-09,Google Ads,Control,25-34,Desktop
U05670,2025-01-29,Referral,Variant,18-24,Mobile
U05671,2025-03-20,Facebook,Control,45+,Mobile
U05672,2025-01-22,Organic,Variant,18-24,Mobile
U05673,2025-03-22,Facebook,Control,35-44,Mobile
U05674,2025-01-12,Referral,Variant,25-34,Desktop
U05675,2025-02-05,Google Ads,Control,18-24,Mobile
U05676,2025-03-13,Google Ads,Variant,45+,Desktop
U05677,2025-02-19,TikTok,Control,18-24,Desktop
U05678,2025-03-07,Google Ads,Variant,25-34,Mobile
U05679,2025-02-05,Google Ads,Control,18-24,Mobile
U05680,2025-01-02,TikTok,Control,45+,Mobile
U05681,2025-03-08,TikTok,Control,25-34,Desktop
U05682,2025-03-20,Facebook,Control,25-34,Mobile
U05683,2025-03-05,TikTok,Variant,45+,Mobile
U05684,2025-01-21,Referral,Control,18-24,Mobile
U05685,2025-01-06,Google Ads,Variant,45+,Desktop
U05686,2025-03-04,Google Ads,Variant,35-44,Mobile
U05687,2025-02-10,Google Ads,Control,45+,Desktop
U05688,2025-03-10,Facebook,Variant,35-44,Desktop
U05689,2025-02-15,Facebook,Variant,18-24,Mobile
U05690,2025-02-10,Google Ads,Variant,45+,Mobile
U05691,2025-03-06,Referral,Control,35-44,Tablet
U05692,2025-03-09,Referral,Variant,18-24,Tablet
U05693,2025-03-01,Facebook,Control,25-34,Mobile
U05694,2025-03-16,Referral,Control,18-24,Tablet
U05695,2025-03-22,Facebook,Control,25-34,Mobile
U05696,2025-03-07,Google Ads,Control,45+,Mobile
U05697,2025-01-29,Facebook,Control,35-44,Mobile
U05698,2025-01-13,Facebook,Variant,25-34,Mobile
U05699,2025-03-11,Instagram,Variant,18-24,Mobile
U05700,2025-01-30,Instagram,Control,45+,Desktop
U05701,2025-03-26,Facebook,Control,45+,Mobile
U05702,2025-01-17,Referral,Variant,18-24,Mobile
U05703,2025-01-28,Instagram,Control,18-24,Desktop
U05704,2025-01-28,TikTok,Variant,35-44,Desktop
U05705,2025-03-02,Google Ads,Variant,25-34,Mobile
U05706,2025-02-28,Organic,Control,18-24,Desktop
U05707,2025-03-19,Organic,Control,35-44,Mobile
U05708,2025-01-27,Organic,Variant,25-34,Desktop
U05709,2025-02-09,Facebook,Variant,25-34,Mobile
U05710,2025-01-26,Instagram,Control,45+,Mobile
U05711,2025-03-08,Facebook,Control,25-34,Desktop
U05712,2025-03-07,TikTok,Control,25-34,Tablet
U05713,2025-02-07,Instagram,Control,25-34,Desktop
U05714,2025-02-08,Instagram,Control,18-24,Mobile
U05715,2025-01-27,Facebook,Variant,25-34,Desktop
U05716,2025-03-18,Facebook,Control,45+,Mobile
U05717,2025-03-20,Instagram,Control,18-24,Mobile
U05718,2025-01-14,Instagram,Control,25-34,Mobile
U05719,2025-01-25,Facebook,Variant,45+,Mobile
U05720,2025-02-21,Facebook,Control,35-44,Mobile
U05721,2025-02-16,TikTok,Control,18-24,Desktop
U05722,2025-02-05,Instagram,Control,18-24,Mobile
U05723,2025-01-13,Facebook,Control,35-44,Desktop
U05724,2025-01-12,Google Ads,Variant,45+,Tablet
U05725,2025-01-19,Organic,Control,18-24,Mobile
U05726,2025-02-10,Instagram,Variant,25-34,Mobile
U05727,2025-03-30,Facebook,Variant,35-44,Mobile
U05728,2025-01-10,TikTok,Control,45+,Desktop
U05729,2025-03-05,Google Ads,Control,18-24,Tablet
U05730,2025-02-02,Google Ads,Variant,18-24,Mobile
U05731,2025-02-15,Google Ads,Variant,45+,Mobile
U05732,2025-01-22,TikTok,Variant,18-24,Mobile
U05733,2025-01-24,Instagram,Variant,45+,Tablet
U05734,2025-03-09,Facebook,Control,18-24,Mobile
U05735,2025-01-01,Instagram,Variant,35-44,Mobile
U05736,2025-02-10,Google Ads,Control,45+,Mobile
U05737,2025-01-09,Instagram,Variant,25-34,Desktop
U05738,2025-03-29,Instagram,Variant,25-34,Mobile
U05739,2025-03-25,TikTok,Variant,45+,Mobile
U05740,2025-03-21,TikTok,Control,35-44,Mobile
U05741,2025-03-16,TikTok,Variant,18-24,Desktop
U05742,2025-02-25,Facebook,Variant,18-24,Mobile
U05743,2025-01-30,Facebook,Variant,35-44,Mobile
U05744,2025-02-15,Google Ads,Variant,35-44,Desktop
U05745,2025-01-02,TikTok,Control,25-34,Mobile
U05746,2025-03-07,Facebook,Control,35-44,Tablet
U05747,2025-02-18,Referral,Control,18-24,Mobile
U05748,2025-03-26,Google Ads,Control,35-44,Tablet
U05749,2025-02-04,Organic,Control,35-44,Mobile
U05750,2025-03-17,Facebook,Variant,35-44,Mobile
U05751,2025-03-21,TikTok,Control,45+,Mobile
U05752,2025-02-18,Google Ads,Control,18-24,Mobile
U05753,2025-01-25,TikTok,Control,18-24,Mobile
U05754,2025-01-11,Google Ads,Control,18-24,Mobile
U05755,2025-03-08,Facebook,Control,18-24,Mobile
U05756,2025-01-22,Organic,Variant,45+,Mobile
U05757,2025-02-25,Google Ads,Variant,45+,Desktop
U05758,2025-01-26,Facebook,Variant,25-34,Mobile
U05759,2025-01-20,Organic,Variant,35-44,Tablet
U05760,2025-02-16,Google Ads,Control,45+,Mobile
U05761,2025-03-28,Facebook,Control,45+,Mobile
U05762,2025-03-17,Facebook,Variant,18-24,Desktop
U05763,2025-02-11,Instagram,Control,45+,Mobile
U05764,2025-03-03,Facebook,Control,45+,Desktop
U05765,2025-02-12,TikTok,Control,25-34,Mobile
U05766,2025-01-04,Organic,Control,45+,Mobile
U05767,2025-01-31,Facebook,Variant,25-34,Mobile
U05768,2025-02-13,Facebook,Control,35-44,Mobile
U05769,2025-03-05,Organic,Variant,18-24,Desktop
U05770,2025-03-08,TikTok,Variant,35-44,Mobile
U05771,2025-02-03,Google Ads,Variant,35-44,Desktop
U05772,2025-01-09,Instagram,Variant,35-44,Mobile
U05773,2025-02-27,Facebook,Control,35-44,Mobile
U05774,2025-02-15,Google Ads,Variant,18-24,Desktop
U05775,2025-03-29,TikTok,Control,18-24,Mobile
U05776,2025-01-20,Instagram,Control,25-34,Mobile
U05777,2025-03-16,Organic,Control,18-24,Mobile
U05778,2025-03-12,Facebook,Variant,25-34,Mobile
U05779,2025-02-15,Organic,Variant,35-44,Mobile
U05780,2025-03-16,TikTok,Control,45+,Mobile
U05781,2025-01-09,Organic,Variant,35-44,Desktop
U05782,2025-02-21,Organic,Variant,45+,Mobile
U05783,2025-01-21,Organic,Variant,45+,Desktop
U05784,2025-02-12,Google Ads,Control,45+,Mobile
U05785,2025-01-23,Google Ads,Variant,25-34,Mobile
U05786,2025-03-13,TikTok,Control,25-34,Mobile
U05787,2025-01-30,Referral,Control,35-44,Mobile
U05788,2025-01-02,Facebook,Control,45+,Mobile
U05789,2025-02-21,Instagram,Control,35-44,Mobile
U05790,2025-03-13,Instagram,Variant,25-34,Mobile
U05791,2025-01-14,Facebook,Control,45+,Desktop
U05792,2025-02-27,Referral,Control,25-34,Mobile
U05793,2025-03-19,Google Ads,Variant,25-34,Tablet
U05794,2025-01-21,Instagram,Variant,35-44,Mobile
U05795,2025-02-27,TikTok,Variant,25-34,Mobile
U05796,2025-01-29,Facebook,Variant,45+,Mobile
U05797,2025-01-07,Facebook,Control,25-34,Mobile
U05798,2025-03-28,TikTok,Variant,45+,Mobile
U05799,2025-01-18,Google Ads,Variant,45+,Mobile
U05800,2025-03-29,Facebook,Variant,45+,Mobile
U05801,2025-01-20,Instagram,Variant,18-24,Mobile
U05802,2025-03-22,Google Ads,Control,45+,Mobile
U05803,2025-01-25,Facebook,Control,25-34,Mobile
U05804,2025-03-29,Instagram,Control,45+,Desktop
U05805,2025-03-23,Google Ads,Variant,35-44,Mobile
U05806,2025-02-07,Google Ads,Control,45+,Mobile
U05807,2025-02-21,Facebook,Control,18-24,Mobile
U05808,2025-03-09,TikTok,Variant,35-44,Mobile
U05809,2025-01-10,Instagram,Variant,25-34,Mobile
U05810,2025-03-10,Google Ads,Control,18-24,Mobile
U05811,2025-02-21,Instagram,Control,25-34,Mobile
U05812,2025-01-08,Organic,Control,25-34,Mobile
U05813,2025-01-18,Facebook,Variant,25-34,Tablet
U05814,2025-02-17,Google Ads,Control,45+,Desktop
U05815,2025-03-25,Facebook,Variant,45+,Tablet
U05816,2025-01-30,Facebook,Variant,35-44,Desktop
U05817,2025-02-05,Instagram,Variant,25-34,Mobile
U05818,2025-02-05,Organic,Control,18-24,Desktop
U05819,2025-01-28,Google Ads,Control,45+,Mobile
U05820,2025-01-03,Instagram,Control,45+,Mobile
U05821,2025-02-16,TikTok,Variant,18-24,Desktop
U05822,2025-03-11,Google Ads,Control,18-24,Mobile
U05823,2025-01-20,TikTok,Variant,45+,Mobile
U05824,2025-01-10,Referral,Control,25-34,Mobile
U05825,2025-03-16,Referral,Variant,35-44,Mobile
U05826,2025-02-15,Facebook,Variant,18-24,Desktop
U05827,2025-02-04,Google Ads,Control,25-34,Mobile
U05828,2025-02-25,Instagram,Variant,35-44,Mobile
U05829,2025-01-15,Facebook,Variant,45+,Mobile
U05830,2025-03-22,Facebook,Variant,45+,Mobile
U05831,2025-02-27,Google Ads,Variant,25-34,Desktop
U05832,2025-02-04,TikTok,Variant,35-44,Mobile
U05833,2025-01-10,Organic,Control,25-34,Mobile
U05834,2025-03-17,Instagram,Variant,45+,Mobile
U05835,2025-01-23,Instagram,Control,35-44,Mobile
U05836,2025-03-27,TikTok,Variant,45+,Mobile
U05837,2025-02-08,TikTok,Variant,35-44,Mobile
U05838,2025-01-23,Facebook,Control,45+,Desktop
U05839,2025-01-26,Instagram,Variant,18-24,Tablet
U05840,2025-01-27,Referral,Variant,25-34,Mobile
U05841,2025-02-08,TikTok,Variant,35-44,Desktop
U05842,2025-03-08,Facebook,Control,35-44,Mobile
U05843,2025-03-15,Google Ads,Variant,25-34,Mobile
U05844,2025-03-19,TikTok,Variant,18-24,Desktop
U05845,2025-01-03,Facebook,Variant,45+,Mobile
U05846,2025-01-04,Referral,Variant,35-44,Tablet
U05847,2025-01-02,Google Ads,Variant,45+,Mobile
U05848,2025-03-20,Google Ads,Variant,45+,Mobile
U05849,2025-02-20,Instagram,Control,35-44,Mobile
U05850,2025-03-27,Instagram,Variant,18-24,Mobile
U05851,2025-03-11,Instagram,Variant,25-34,Mobile
U05852,2025-02-15,Facebook,Control,35-44,Mobile
U05853,2025-01-06,Facebook,Variant,35-44,Tablet
U05854,2025-03-01,Organic,Variant,25-34,Mobile
U05855,2025-01-18,TikTok,Control,18-24,Mobile
U05856,2025-01-09,TikTok,Variant,18-24,Tablet
U05857,2025-02-14,Facebook,Variant,35-44,Desktop
U05858,2025-01-04,Instagram,Control,18-24,Mobile
U05859,2025-02-11,TikTok,Variant,45+,Mobile
U05860,2025-02-15,Google Ads,Control,25-34,Mobile
U05861,2025-03-22,TikTok,Variant,45+,Desktop
U05862,2025-02-05,Instagram,Control,35-44,Mobile
U05863,2025-03-17,Facebook,Variant,18-24,Mobile
U05864,2025-01-13,Facebook,Variant,35-44,Mobile
U05865,2025-02-07,Facebook,Variant,18-24,Mobile
U05866,2025-02-08,Facebook,Variant,35-44,Mobile
U05867,2025-03-22,Google Ads,Control,25-34,Tablet
U05868,2025-02-12,Facebook,Variant,25-34,Tablet
U05869,2025-01-02,Google Ads,Variant,35-44,Mobile
U05870,2025-03-02,Instagram,Variant,35-44,Desktop
U05871,2025-01-24,Facebook,Variant,45+,Mobile
U05872,2025-01-01,Google Ads,Variant,18-24,Tablet
U05873,2025-01-25,TikTok,Variant,18-24,Mobile
U05874,2025-02-28,TikTok,Control,18-24,Mobile
U05875,2025-01-18,TikTok,Control,45+,Mobile
U05876,2025-02-04,TikTok,Control,25-34,Desktop
U05877,2025-03-25,TikTok,Control,35-44,Desktop
U05878,2025-03-13,Facebook,Variant,35-44,Mobile
U05879,2025-03-18,Organic,Control,25-34,Mobile
U05880,2025-02-11,Instagram,Variant,45+,Mobile
U05881,2025-02-13,TikTok,Variant,25-34,Mobile
U05882,2025-02-08,Facebook,Control,18-24,Mobile
U05883,2025-03-01,Organic,Variant,45+,Tablet
U05884,2025-01-22,TikTok,Control,45+,Desktop
U05885,2025-03-05,TikTok,Control,45+,Mobile
U05886,2025-02-04,Google Ads,Variant,35-44,Mobile
U05887,2025-02-08,TikTok,Variant,25-34,Mobile
U05888,2025-03-23,Facebook,Control,25-34,Mobile
U05889,2025-02-18,Facebook,Variant,18-24,Mobile
U05890,2025-02-17,Instagram,Control,45+,Mobile
U05891,2025-03-24,Google Ads,Control,25-34,Mobile
U05892,2025-01-26,TikTok,Variant,35-44,Mobile
U05893,2025-01-16,Google Ads,Control,45+,Mobile
U05894,2025-03-04,Instagram,Variant,18-24,Desktop
U05895,2025-02-08,Facebook,Control,25-34,Mobile
U05896,2025-01-17,Google Ads,Control,18-24,Tablet
U05897,2025-03-15,TikTok,Variant,35-44,Mobile
U05898,2025-03-29,Instagram,Variant,35-44,Desktop
U05899,2025-02-20,TikTok,Variant,35-44,Desktop
U05900,2025-03-28,Google Ads,Control,45+,Mobile
U05901,2025-02-18,Facebook,Variant,35-44,Desktop
U05902,2025-02-06,Organic,Variant,18-24,Mobile
U05903,2025-01-14,Google Ads,Control,18-24,Tablet
U05904,2025-02-02,TikTok,Variant,45+,Mobile
U05905,2025-01-12,TikTok,Control,18-24,Mobile
U05906,2025-01-10,Google Ads,Control,45+,Mobile
U05907,2025-03-01,Google Ads,Control,45+,Mobile
U05908,2025-01-01,Facebook,Control,18-24,Mobile
U05909,2025-02-08,Facebook,Control,35-44,Mobile
U05910,2025-01-10,Facebook,Variant,45+,Mobile
U05911,2025-03-17,Google Ads,Control,25-34,Mobile
U05912,2025-03-25,Facebook,Variant,25-34,Mobile
U05913,2025-02-03,Facebook,Control,35-44,Mobile
U05914,2025-01-18,Facebook,Control,25-34,Tablet
U05915,2025-01-22,Facebook,Variant,45+,Desktop
U05916,2025-01-31,Organic,Variant,35-44,Mobile
U05917,2025-01-25,Facebook,Control,18-24,Mobile
U05918,2025-02-27,Referral,Variant,18-24,Mobile
U05919,2025-02-10,Organic,Control,35-44,Mobile
U05920,2025-03-27,Google Ads,Variant,45+,Mobile
U05921,2025-02-21,Facebook,Variant,25-34,Desktop
U05922,2025-02-06,Instagram,Control,18-24,Mobile
U05923,2025-02-08,Organic,Control,35-44,Mobile
U05924,2025-02-22,TikTok,Variant,18-24,Mobile
U05925,2025-01-06,Facebook,Variant,25-34,Desktop
U05926,2025-03-16,Google Ads,Variant,18-24,Mobile
U05927,2025-01-22,Referral,Variant,45+,Mobile
U05928,2025-03-28,Facebook,Variant,18-24,Mobile
U05929,2025-03-07,Google Ads,Variant,25-34,Mobile
U05930,2025-02-16,Facebook,Variant,45+,Desktop
U05931,2025-03-20,Google Ads,Variant,45+,Mobile
U05932,2025-01-05,Google Ads,Control,45+,Mobile
U05933,2025-02-20,Google Ads,Variant,35-44,Tablet
U05934,2025-02-23,Facebook,Variant,35-44,Mobile
U05935,2025-01-31,TikTok,Variant,18-24,Mobile
U05936,2025-03-01,TikTok,Control,45+,Mobile
U05937,2025-03-14,Organic,Variant,45+,Desktop
U05938,2025-02-01,Referral,Control,35-44,Tablet
U05939,2025-02-14,TikTok,Control,25-34,Mobile
U05940,2025-02-26,TikTok,Control,35-44,Mobile
U05941,2025-02-16,Facebook,Variant,25-34,Mobile
U05942,2025-02-10,TikTok,Control,18-24,Desktop
U05943,2025-03-25,Organic,Variant,25-34,Mobile
U05944,2025-01-10,Facebook,Control,45+,Mobile
U05945,2025-03-22,Instagram,Variant,25-34,Tablet
U05946,2025-01-17,TikTok,Variant,35-44,Mobile
U05947,2025-03-06,Organic,Control,18-24,Mobile
U05948,2025-02-03,TikTok,Variant,35-44,Desktop
U05949,2025-03-27,Facebook,Variant,45+,Mobile
U05950,2025-03-11,Google Ads,Variant,45+,Mobile
U05951,2025-02-08,Google Ads,Variant,45+,Mobile
U05952,2025-03-04,Google Ads,Control,45+,Mobile
U05953,2025-02-26,Instagram,Variant,45+,Desktop
U05954,2025-02-19,Facebook,Variant,35-44,Desktop
U05955,2025-03-20,Organic,Variant,35-44,Tablet
U05956,2025-02-11,Instagram,Control,18-24,Mobile
U05957,2025-03-10,Facebook,Variant,45+,Mobile
U05958,2025-01-17,Organic,Variant,45+,Mobile
U05959,2025-03-06,Google Ads,Control,35-44,Mobile
U05960,2025-01-12,Facebook,Control,35-44,Desktop
U05961,2025-01-20,Facebook,Variant,18-24,Mobile
U05962,2025-03-29,Facebook,Variant,35-44,Mobile
U05963,2025-03-26,TikTok,Variant,45+,Mobile
U05964,2025-03-28,Google Ads,Variant,35-44,Mobile
U05965,2025-02-12,TikTok,Variant,45+,Mobile
U05966,2025-02-21,TikTok,Variant,35-44,Desktop
U05967,2025-01-11,Google Ads,Control,45+,Tablet
U05968,2025-03-21,Facebook,Control,25-34,Mobile
U05969,2025-02-18,Organic,Variant,35-44,Tablet
U05970,2025-03-02,Facebook,Variant,18-24,Tablet
U05971,2025-03-23,TikTok,Control,18-24,Mobile
U05972,2025-03-13,TikTok,Variant,25-34,Mobile
U05973,2025-01-11,Organic,Variant,18-24,Mobile
U05974,2025-02-09,TikTok,Variant,25-34,Desktop
U05975,2025-03-14,Facebook,Control,18-24,Mobile
U05976,2025-02-25,Google Ads,Control,25-34,Tablet
U05977,2025-02-10,Facebook,Control,35-44,Mobile
U05978,2025-03-29,Facebook,Variant,18-24,Mobile
U05979,2025-02-09,TikTok,Control,18-24,Mobile
U05980,2025-02-12,Facebook,Control,25-34,Mobile
U05981,2025-03-29,TikTok,Control,18-24,Mobile
U05982,2025-01-29,Organic,Control,25-34,Desktop
U05983,2025-03-15,Google Ads,Control,45+,Mobile
U05984,2025-01-01,Google Ads,Control,35-44,Mobile
U05985,2025-02-27,Google Ads,Variant,18-24,Tablet
U05986,2025-01-26,Facebook,Control,25-34,Mobile
U05987,2025-01-24,TikTok,Variant,18-24,Desktop
U05988,2025-03-01,TikTok,Control,18-24,Mobile
U05989,2025-03-12,Google Ads,Variant,25-34,Mobile
U05990,2025-01-08,Referral,Variant,18-24,Mobile
